"campaignid","sample","latitude","longitude","Strap.like.leaves","Strap.like.leaves.with.epiphytes","Amphibolis","Amphibolis.with.epiphytes","Posidonia","Posidonia.with.epiphytes","Zostera","Macroalgae","Turf.algae","Erect.coarse.branching","Erect.fine.branching","Large.canopy.forming","Ecklonia.radiata","Scytothalia.dorycarpa","Sponges","Corals"
"2014-12_Geographe_Bay_stereoBRUVs","97",-33.38465,115.2926667,5,0,0,0,5,0,0,5,5,0,0,0,0,0,5,0
"2014-12_Geographe_Bay_stereoBRUVs","98",-33.434,115.1726667,95,30,0,0,95,30,0,0,0,0,0,0,0,0,5,0
"2014-12_Geographe_Bay_stereoBRUVs","99",-33.3953,115.3990167,13.05,8.7,4.35,0,8.7,8.7,0,60.87,60.87,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR1-1",-33.5936167,115.19625,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR1-2",-33.5936,115.1995333,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR1-3",-33.5937833,115.2022833,100,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR1-4",-33.59345,115.2055167,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR2-1",-33.5938333,115.19065,14.29,14.29,14.29,14.29,0,0,0,85.71,85.71,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR2-2",-33.5940167,115.1883833,0,0,0,0,0,0,0,91.67,91.67,0,0,0,0,0,8.33,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR2-3",-33.5940667,115.1864833,0,0,0,0,0,0,0,88.89,88.89,0,0,0,0,0,11.11,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR2-4",-33.59365,115.193,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR3-1",-33.5944667,115.1819333,0,0,0,0,0,0,0,100,62.5,37.5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR3-2",-33.59365,115.193,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR3-3",-33.59365,115.1839667,8.33,8.33,0,0,8.33,8.33,0,91.67,91.67,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR4-1",-33.5933333,115.2080833,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR4-2",-33.5928333,115.2102333,0,0,0,0,0,0,0,93.75,93.75,0,0,0,0,0,0,6.25
"2014-12_Geographe_Bay_stereoBRUVs","GBR5-1",-33.5932167,115.2119333,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR5-2",-33.5927333,115.2148,78.95,52.63,78.95,52.63,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","GBR5-3",-33.5924167,115.2175167,100,25,66.66,8.33,33.34,16.67,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","RB1",-33.53455,115.2176667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","RB2",-33.5085667,115.2254833,76.92,0,0,0,76.92,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","RC1",-33.4628,115.23995,20.83,0,0,0,20.83,0,0,25,12.5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","RC2",-33.48635,115.1780333,40,25,0,0,40,25,0,25,20,5,0,0,0,0,30,0
"2014-12_Geographe_Bay_stereoBRUVs","RC3",-33.4704833,115.1684167,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,7.69,7.69
