"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Transect.id","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"2771",100,0,0,0,0,0,0,0,"total.seagrass",-33.54027833,115.369285,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2772",96,0,0,0,0,4,0,0,"total.seagrass",-33.54028333,115.3692383,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2773",92,0,0,0,0,8,0,0,"total.seagrass",-33.54028333,115.3691983,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2774",96,0,0,0,0,4,0,0,"total.seagrass",-33.540285,115.3691517,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2775",88,0,0,0,0,12,0,0,"total.seagrass",-33.54028667,115.3691117,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2776",100,0,0,0,0,0,0,0,"total.seagrass",-33.54028833,115.3690767,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2777",80,0,0,0,0,12,4,4,"total.seagrass",-33.540285,115.369035,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2778",92,0,0,0,0,8,0,0,"total.seagrass",-33.54028667,115.3689917,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2779",96,0,0,0,0,4,0,0,"total.seagrass",-33.54029167,115.368955,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2780",100,0,0,0,0,0,0,0,"total.seagrass",-33.54028833,115.3689067,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2781",92,0,0,0,0,8,0,0,"total.seagrass",-33.540285,115.3688667,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2782",88,0,0,0,0,12,0,0,"total.seagrass",-33.54027333,115.3687617,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2783",92,0,0,0,0,8,0,0,"total.seagrass",-33.54025833,115.3687117,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2784",100,0,0,0,0,0,0,0,"total.seagrass",-33.54024667,115.3686567,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2785",100,0,0,0,0,0,0,0,"total.seagrass",-33.54021667,115.368565,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2786",100,0,0,0,0,0,0,0,"total.seagrass",-33.54019,115.3685233,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2787",100,0,0,0,0,0,0,0,"total.seagrass",-33.540175,115.36849,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2788",100,0,0,0,0,0,0,0,"total.seagrass",-33.54015333,115.3684467,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2789",100,0,0,0,0,0,0,0,"total.seagrass",-33.54014333,115.36841,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2790",100,0,0,0,0,0,0,0,"total.seagrass",-33.54012833,115.3683783,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2791",100,0,0,0,0,0,0,0,"total.seagrass",-33.54011833,115.3683517,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2792",100,0,0,0,0,0,0,0,"total.seagrass",-33.54010667,115.36832,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2793",100,0,0,0,0,0,0,0,"total.seagrass",-33.54009667,115.3682933,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2794",100,0,0,0,0,0,0,0,"total.seagrass",-33.54008333,115.3682667,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2795",96,0,0,0,0,4,0,0,"total.seagrass",-33.54008,115.3682383,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2796",84,12,0,0,0,4,0,0,"total.seagrass",-33.540075,115.3682067,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2797",100,0,0,0,0,0,0,0,"total.seagrass",-33.54006833,115.36818,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2798",100,0,0,0,0,0,0,0,"total.seagrass",-33.54006333,115.368165,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2799",96,0,0,0,0,4,0,0,"total.seagrass",-33.54006167,115.36814,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2800",100,0,0,0,0,0,0,0,"total.seagrass",-33.54005833,115.3681217,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2801",100,0,0,0,0,0,0,0,"total.seagrass",-33.54006167,115.3680917,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2802",91.3,0,0,0,0,8.7,0,0,"total.seagrass",-33.54006667,115.36806,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2803",96,0,0,0,0,4,0,0,"total.seagrass",-33.54007,115.36803,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2804",100,0,0,0,0,0,0,0,"total.seagrass",-33.54008833,115.3679817,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2805",96,0,0,0,0,4,0,0,"total.seagrass",-33.54011167,115.3678833,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2806",100,0,0,0,0,0,0,0,"total.seagrass",-33.54012167,115.3678333,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2807",100,0,0,0,0,0,0,0,"total.seagrass",-33.54012667,115.3677833,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2808",88,0,0,0,0,12,0,0,"total.seagrass",-33.540115,115.3677317,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2809",100,0,0,0,0,0,0,0,"total.seagrass",-33.540105,115.36769,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2810",96,0,0,0,0,4,0,0,"total.seagrass",-33.540095,115.3676583,"NPZ.4",-17,0.203642636537552,0.203642636537552,332.944427490234,332.944427490234,0.25,0.75,2,16
"2811",100,0,0,0,0,0,0,0,"total.seagrass",-33.54008167,115.3676217,"NPZ.4",-18,0.198538571596146,0.198538571596146,321.532989501953,321.532989501953,-0.5,0.75,3,32
"2812",100,0,0,0,0,0,0,0,"total.seagrass",-33.55039833,115.36661,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2813",100,0,0,0,0,0,0,0,"total.seagrass",-33.55041333,115.3666217,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2814",100,0,0,0,0,0,0,0,"total.seagrass",-33.55043833,115.3666417,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2815",92,0,0,0,0,8,0,0,"total.seagrass",-33.55047167,115.36667,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2816",100,0,0,0,0,0,0,0,"total.seagrass",-33.55050333,115.3667033,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2817",92,0,0,0,0,8,0,0,"total.seagrass",-33.55052167,115.3667267,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2818",92,0,0,0,0,8,0,0,"total.seagrass",-33.55055,115.3667567,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2819",92,0,0,0,0,0,0,8,"total.seagrass",-33.55057333,115.36678,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2820",100,0,0,0,0,0,0,0,"total.seagrass",-33.550615,115.3667983,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2821",52,0,0,0,0,12,4,32,"total.seagrass",-33.55064167,115.36683,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2822",92,0,0,0,0,8,0,0,"total.seagrass",-33.55066833,115.3668533,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2823",96,0,0,0,0,4,0,0,"total.seagrass",-33.55070167,115.3668783,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2824",96,0,0,0,0,4,0,0,"total.seagrass",-33.55073833,115.3668967,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2825",96,0,0,0,0,4,0,0,"total.seagrass",-33.55076,115.366915,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2826",0,0,0,0,0,0,0,100,"Macroalgae",-33.55079167,115.3669483,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2827",89.47,0,0,0,0,10.53,0,0,"total.seagrass",-33.55081333,115.3669733,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2828",88,0,0,0,0,12,0,0,"total.seagrass",-33.55083167,115.3669983,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2829",96,0,0,0,0,4,0,0,"total.seagrass",-33.550855,115.367025,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2830",100,0,0,0,0,0,0,0,"total.seagrass",-33.55090667,115.3670867,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2831",100,0,0,0,0,0,0,0,"total.seagrass",-33.55093333,115.3671117,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2832",100,0,0,0,0,0,0,0,"total.seagrass",-33.55096667,115.367135,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2833",100,0,0,0,0,0,0,0,"total.seagrass",-33.55099833,115.3671567,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2834",92,0,0,0,0,8,0,0,"total.seagrass",-33.551035,115.3671733,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2835",100,0,0,0,0,0,0,0,"total.seagrass",-33.55107,115.3671933,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2836",92,0,0,0,0,8,0,0,"total.seagrass",-33.551105,115.3672133,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2837",100,0,0,0,0,0,0,0,"total.seagrass",-33.55113667,115.3672317,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2838",96,0,0,0,0,4,0,0,"total.seagrass",-33.55117,115.3672517,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2839",96,0,0,0,0,4,0,0,"total.seagrass",-33.55120667,115.3672717,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2840",80,0,0,0,0,12,0,8,"total.seagrass",-33.551245,115.3672883,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2841",96,0,0,0,0,4,0,0,"total.seagrass",-33.551275,115.3673067,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2842",100,0,0,0,0,0,0,0,"total.seagrass",-33.55130833,115.36733,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2843",100,0,0,0,0,0,0,0,"total.seagrass",-33.55134,115.3673417,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2844",92,8,0,0,0,0,0,0,"total.seagrass",-33.551365,115.3673633,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2845",76,12,0,0,0,12,0,0,"total.seagrass",-33.55138833,115.3673783,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2846",100,0,0,0,0,0,0,0,"total.seagrass",-33.55140667,115.3673883,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2847",100,0,0,0,0,0,0,0,"total.seagrass",-33.55143,115.367405,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2848",96,0,0,0,0,4,0,0,"total.seagrass",-33.55144833,115.36742,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2849",100,0,0,0,0,0,0,0,"total.seagrass",-33.551475,115.3674483,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2850",84,0,0,0,0,16,0,0,"total.seagrass",-33.55149833,115.3674667,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2851",96,0,0,0,0,4,0,0,"total.seagrass",-33.55152833,115.3674883,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2852",84,0,4,0,0,0,0,12,"total.seagrass",-33.55155167,115.367505,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2853",92,4,0,0,0,4,0,0,"total.seagrass",-33.55158833,115.36752,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2854",100,0,0,0,0,0,0,0,"total.seagrass",-33.551625,115.367535,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2855",100,0,0,0,0,0,0,0,"total.seagrass",-33.55163833,115.367545,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2856",44,8,0,0,0,20,8,20,"total.seagrass",-33.55167167,115.36757,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2857",72,4,0,0,0,20,0,4,"total.seagrass",-33.55169,115.3676,"NPZ.5",-15,0.172857567667961,0.172857567667961,296.720916748047,296.720916748047,-0.625,0.625,2,16
"2858",8,40,0,0,0,20,0,32,"Turf.algae",-33.5517,115.367625,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2859",76,8,0,0,0,4,0,12,"total.seagrass",-33.55171833,115.36766,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2860",100,0,0,0,0,0,0,0,"total.seagrass",-33.55172833,115.3676817,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2861",96,0,0,0,0,4,0,0,"total.seagrass",-33.55174333,115.367705,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2862",100,0,0,0,0,0,0,0,"total.seagrass",-33.55175833,115.3677367,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2863",100,0,0,0,0,0,0,0,"total.seagrass",-33.55177,115.3677633,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2864",92,0,0,0,0,8,0,0,"total.seagrass",-33.55178667,115.3677933,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2865",76,0,0,0,0,8,0,16,"total.seagrass",-33.55181,115.3678283,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2866",36,0,0,0,0,4,0,60,"Macroalgae",-33.551825,115.36785,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2867",100,0,0,0,0,0,0,0,"total.seagrass",-33.55185167,115.3678817,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2868",100,0,0,0,0,0,0,0,"total.seagrass",-33.55188167,115.367895,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2869",100,0,0,0,0,0,0,0,"total.seagrass",-33.551905,115.3678983,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2870",100,0,0,0,0,0,0,0,"total.seagrass",-33.55193833,115.36791,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2871",100,0,0,0,0,0,0,0,"total.seagrass",-33.55197333,115.3679117,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2872",32,0,0,0,0,32,0,36,"Macroalgae",-33.55199833,115.3679217,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2873",100,0,0,0,0,0,0,0,"total.seagrass",-33.55202167,115.3679283,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2874",100,0,0,0,0,0,0,0,"total.seagrass",-33.55204833,115.3679367,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2875",100,0,0,0,0,0,0,0,"total.seagrass",-33.55208,115.3679433,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2876",92,0,0,0,0,0,0,8,"total.seagrass",-33.55211167,115.367945,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2877",0,0,0,0,0,20,0,80,"Macroalgae",-33.552145,115.36795,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2878",100,0,0,0,0,0,0,0,"total.seagrass",-33.55217333,115.36795,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2879",84,0,0,0,0,16,0,0,"total.seagrass",-33.5522,115.3679517,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2880",56,0,0,0,0,32,12,0,"total.seagrass",-33.55223,115.3679533,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2881",96,0,0,0,0,4,0,0,"total.seagrass",-33.552255,115.3679583,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2882",100,0,0,0,0,0,0,0,"total.seagrass",-33.55228833,115.3679667,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2883",100,0,0,0,0,0,0,0,"total.seagrass",-33.55232167,115.3679683,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2884",80,0,0,0,0,4,0,16,"total.seagrass",-33.55237333,115.3679783,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2885",100,0,0,0,0,0,0,0,"total.seagrass",-33.55240167,115.36797,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2886",44,0,0,0,0,8,0,48,"Macroalgae",-33.55242333,115.3679417,"NPZ.5",-14,0.16123428940773,0.16123428940773,309.996948242188,309.996948242188,0,0.5,2,16
"2887",100,0,0,0,0,0,0,0,"total.seagrass",-33.552455,115.3679383,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2888",100,0,0,0,0,0,0,0,"total.seagrass",-33.55248,115.36793,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2889",60,0,0,0,0,12,0,28,"total.seagrass",-33.55249667,115.367925,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2890",84,0,0,0,0,12,0,4,"total.seagrass",-33.55252333,115.36794,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2891",88,4,0,0,0,8,0,0,"total.seagrass",-33.55254667,115.3679617,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2892",100,0,0,0,0,0,0,0,"total.seagrass",-33.552565,115.3679817,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2893",80,0,0,0,0,8,0,12,"total.seagrass",-33.55258,115.3680133,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2894",100,0,0,0,0,0,0,0,"total.seagrass",-33.55258167,115.3680317,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2895",100,0,0,0,0,0,0,0,"total.seagrass",-33.55259,115.3680633,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2896",80,12,0,0,0,8,0,0,"total.seagrass",-33.55260667,115.368105,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2897",100,0,0,0,0,0,0,0,"total.seagrass",-33.55262833,115.3681417,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2898",100,0,0,0,0,0,0,0,"total.seagrass",-33.55265,115.3681867,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2899",96,0,0,0,0,4,0,0,"total.seagrass",-33.55266333,115.3682183,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2900",100,0,0,0,0,0,0,0,"total.seagrass",-33.552665,115.368255,"NPZ.5",-13,0.16123703122139,0.16123703122139,309.996124267578,309.996124267578,0.75,0.75,2,16
"2901",25,0,0,0,0,55,0,20,"Unconsolidated",-33.55618667,115.3826517,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2902",57.14,0,0,0,0,38.1,0,4.76,"total.seagrass",-33.55619667,115.3826367,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2903",32,0,0,0,0,40,0,28,"Unconsolidated",-33.55621333,115.3826167,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2904",60,0,0,0,0,28,0,12,"total.seagrass",-33.55622833,115.3826067,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2905",28,0,0,0,0,52,0,20,"Unconsolidated",-33.556245,115.382595,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2906",24,0,0,0,0,44,0,32,"Unconsolidated",-33.55627667,115.3825883,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2907",56,0,0,0,0,32,0,12,"total.seagrass",-33.556305,115.3825933,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2908",24,0,0,0,0,72,0,4,"Unconsolidated",-33.556335,115.3826133,"NPZ.6",-14,0.0403100401163101,0.0403100401163101,309.995330810547,309.995330810547,-0.5,0.5,1,4
"2909",36,4,0,0,0,36,0,24,"total.seagrass",-33.55636333,115.3826433,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2910",76,0,0,0,0,24,0,0,"total.seagrass",-33.55640667,115.3826867,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2911",52,0,0,0,0,48,0,0,"total.seagrass",-33.55644167,115.3827133,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2912",0,0,0,0,0,76,0,24,"Unconsolidated",-33.55648333,115.382745,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2913",8,0,4,0,0,44,20,24,"Unconsolidated",-33.55652167,115.3827683,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2914",0,0,0,0,0,64,0,36,"Unconsolidated",-33.55656667,115.382775,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2915",12,0,0,0,0,60,0,28,"Unconsolidated",-33.55660833,115.3827767,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2916",20,0,0,0,0,60,0,20,"Unconsolidated",-33.55665,115.382785,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2917",88,0,0,0,0,12,0,0,"total.seagrass",-33.55668167,115.38277,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
"2918",76,0,0,0,0,24,0,0,"total.seagrass",-33.55677833,115.3827217,"NPZ.6",-13,0.133953228592873,0.133953228592873,292.757080078125,292.757080078125,0.5,0.5,1,16
