sample,latitude,longitude,Macroalgae,Turf.algae,Unconsolidated,Seagrasses,Sponges,Consolidated,Other,Max,Max_if_2_habitats_have_same
LGBDT5_1488,-33.57921667,115.3580667,0,0,33.33,66.66,0,0,0,Seagrasses,Seagrasses
LGBDT5_1493,-33.57903333,115.3579333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1505,-33.5786,115.3577167,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT5_1507,-33.57853333,115.3576667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1509,-33.57845,115.3576167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1514,-33.57825,115.3575,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1523,-33.57791667,115.35725,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1526,-33.5778,115.35715,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1531,-33.57761667,115.3570333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1533,-33.57755,115.3569667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1538,-33.57736667,115.3568167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1541,-33.57726667,115.3567167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1543,-33.57718333,115.35665,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1545,-33.57711667,115.3565833,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1549,-33.57698333,115.35645,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1551,-33.5769,115.3564,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1554,-33.57678333,115.3563,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1562,-33.5765,115.3560667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1564,-33.57641667,115.3559833,0,0,25,75,0,0,0,Seagrasses,Seagrasses
LGBDT5_1576,-33.57596667,115.35555,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1578,-33.57588333,115.3554667,0,0,33.33,66.67,0,0,0,Seagrasses,Seagrasses
LGBDT5_1582,-33.57571667,115.3553167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1584,-33.57563333,115.35525,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1586,-33.57558333,115.3551667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1588,-33.5755,115.3551,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1590,-33.57541667,115.3550333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1592,-33.57535,115.35495,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1594,-33.5753,115.3548667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1601,-33.57503333,115.3546333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1603,-33.57496667,115.35455,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1613,-33.5746,115.3541667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1620,-33.57433333,115.3539167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1622,-33.57425,115.3538667,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1625,-33.57411667,115.3538167,0,0,40,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_1631,-33.57395,115.3535333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1635,-33.5738,115.3533833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1640,-33.57361667,115.3532,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1642,-33.57356667,115.3531167,0,0,66.67,33.33,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1645,-33.57345,115.3529833,0,0,22.22,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT5_1645,-33.57345,115.3529833,0,0,22.22,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT5_1650,-33.57326667,115.3528167,0,55.56,0,44.44,0,0,0,Turf.algae,Turf.algae
LGBDT5_1654,-33.5731,115.3527167,0,16.67,0,66.67,16.67,0,0,Seagrasses,Seagrasses
LGBDT5_1662,-33.57296667,115.3524167,0,0,0,93.34,6.67,0,0,Seagrasses,Seagrasses
LGBDT5_1663,-33.57295,115.3523667,0,16.67,0,83.34,0,0,0,Seagrasses,Seagrasses
LGBDT5_1669,-33.57278333,115.3523333,100,0,0,0,0,0,0,Turf.algae,Other
LGBDT5_1671,-33.57271667,115.3523,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1673,-33.57263333,115.3522333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1690,-33.57185,115.3519333,0,40,20,40,0,0,0,Turf.algae,Seagrasses
LGBDT5_1703,-33.5713,115.3516833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1708,-33.5711,115.35155,0,33.33,0,66.66,0,0,0,Seagrasses,Seagrasses
LGBDT5_1711,-33.57098333,115.3514667,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT5_1714,-33.57085,115.3514,0,16.67,0,83.34,0,0,0,Seagrasses,Seagrasses
LGBDT5_1717,-33.57075,115.3513167,0,44.44,0,55.56,0,0,0,Seagrasses,Seagrasses
LGBDT5_1719,-33.57066667,115.3512667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1728,-33.57035,115.3510333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1730,-33.57028333,115.351,60,40,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1735,-33.57015,115.35085,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1739,-33.57003333,115.35075,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1741,-33.56996667,115.3507,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1746,-33.56978333,115.3505667,33.33,66.67,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1753,-33.56956667,115.3503333,70,30,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1755,-33.5695,115.3503,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT5_1759,-33.56935,115.3502,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT5_1776,-33.56878333,115.3497833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1778,-33.56871667,115.3497333,30,60,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT5_1782,-33.56858333,115.3496667,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_1784,-33.56851667,115.3496333,40,10,0,50,0,0,0,Seagrasses,Seagrasses
LGBDT5_1786,-33.56843333,115.3496167,60,40,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1789,-33.56833333,115.3495667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1796,-33.56808333,115.3494333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_1797,-33.56805,115.3494167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1803,-33.56783333,115.3493167,0,28.57,0,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT5_1808,-33.56765,115.3492,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1811,-33.56756667,115.3491333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1813,-33.56748333,115.3491167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1825,-33.56708333,115.3488333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1830,-33.5669,115.3487333,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_1835,-33.56671667,115.34865,0,28.57,0,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT5_1837,-33.56665,115.3486167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1844,-33.56641667,115.34845,0,33.33,0,66.67,0,0,0,Seagrasses,Seagrasses
LGBDT5_1848,-33.56626667,115.3483667,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT5_1852,-33.56615,115.34825,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1859,-33.56588333,115.3481,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_1862,-33.56576667,115.3480667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1867,-33.56558333,115.3479833,0,16.67,0,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT5_1871,-33.56543333,115.3479,0,42.86,0,57.15,0,0,0,Seagrasses,Seagrasses
LGBDT5_1875,-33.56528333,115.3478,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_1881,-33.56508333,115.3476167,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_1888,-33.56485,115.3474,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT5_1891,-33.56476667,115.3473,0,11.11,0,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT5_1893,-33.5647,115.3472333,0,33.33,0,66.66,0,0,0,Seagrasses,Seagrasses
LGBDT5_1894,-33.56468333,115.3472,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_1894,-33.56468333,115.3472,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_1896,-33.56463333,115.3471333,0,55.56,0,44.44,0,0,0,Turf.algae,Turf.algae
LGBDT5_1898,-33.56455,115.3470833,0,77.78,0,22.22,0,0,0,Turf.algae,Turf.algae
LGBDT5_1903,-33.56436667,115.34695,0,22.22,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT5_1905,-33.5643,115.3469,10,80,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT5_1907,-33.56423333,115.34685,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT5_1913,-33.56403333,115.3466667,20,80,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1918,-33.56386667,115.3465167,0,7.69,0,92.3,0,0,0,Seagrasses,Seagrasses
LGBDT5_1918,-33.56386667,115.3465333,0,7.69,0,92.3,0,0,0,Seagrasses,Seagrasses
LGBDT5_1922,-33.56371667,115.3464667,0,7.14,0,92.85,0,0,0,Seagrasses,Seagrasses
LGBDT5_1924,-33.56365,115.3464833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1927,-33.56356667,115.3464167,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_1929,-33.56348333,115.3463833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1930,-33.56345,115.3463833,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_1931,-33.56341667,115.3463833,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT5_1933,-33.56336667,115.3463,62.5,25,0,12.5,0,0,0,Turf.algae,Turf.algae
LGBDT5_1935,-33.56331667,115.3462333,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT5_1938,-33.5632,115.3461833,0,50,25,25,0,0,0,Turf.algae,Turf.algae
LGBDT5_1940,-33.56313333,115.3461667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1942,-33.56306667,115.3461167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1945,-33.56296667,115.3460333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1952,-33.56273333,115.34585,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_1954,-33.56266667,115.3458167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1957,-33.56256667,115.34575,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1959,-33.5625,115.3457167,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_1961,-33.56243333,115.3456667,0,0,40,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_1963,-33.56235,115.3456167,0,28.57,0,71.44,0,0,0,Seagrasses,Seagrasses
LGBDT5_1965,-33.5623,115.3455667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_1970,-33.56213333,115.3454333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1972,-33.56206667,115.3454,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT5_1979,-33.56183333,115.3452833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_1982,-33.56173333,115.3452333,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT5_1985,-33.56161667,115.3452,0,44.44,0,55.55,0,0,0,Seagrasses,Seagrasses
LGBDT5_1988,-33.56151667,115.34515,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT5_1990,-33.56143333,115.3451667,0,85.71,0,14.29,0,0,0,Turf.algae,Turf.algae
LGBDT5_1997,-33.5612,115.34505,0,33.33,0,66.67,0,0,0,Seagrasses,Seagrasses
LGBDT5_2004,-33.56095,115.3449,0,80,20,0,0,0,0,Turf.algae,Turf.algae
LGBDT5_2008,-33.56081667,115.3448,0,22.22,0,77.78,0,0,0,Seagrasses,Seagrasses
LGBDT5_2021,-33.56036667,115.3445667,0,25,0,75,0,0,0,Seagrasses,Seagrasses
LGBDT5_2023,-33.5603,115.3445,100,0,0,0,0,0,0,Turf.algae,Other
LGBDT5_2028,-33.56016667,115.34435,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2033,-33.55998333,115.3442,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2038,-33.55981667,115.3440833,0,0,30,70,0,0,0,Seagrasses,Seagrasses
LGBDT5_2040,-33.55975,115.3440333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2050,-33.5594,115.3438167,0,0,15.38,84.61,0,0,0,Seagrasses,Seagrasses
LGBDT5_2052,-33.55935,115.3438,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2057,-33.5592,115.3436833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2059,-33.55911667,115.34365,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2061,-33.55905,115.3436333,0,0,11.11,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT5_2066,-33.55888333,115.3434833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2068,-33.55883333,115.3434333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2070,-33.55876667,115.3433833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2073,-33.55865,115.3433167,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT5_2077,-33.55856667,115.3432167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2081,-33.55841667,115.3431333,0,28.57,0,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT5_2085,-33.55828333,115.343,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2099,-33.55783333,115.3426,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2102,-33.55771667,115.3425167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2104,-33.55766667,115.3424667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2107,-33.55756667,115.3424,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2110,-33.55745,115.3423833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2115,-33.55726667,115.3423167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2122,-33.55705,115.3420833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2129,-33.55681667,115.3420167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2131,-33.55675,115.3419833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2136,-33.55656667,115.3419,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2141,-33.5564,115.3417833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2143,-33.55631667,115.3417667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2145,-33.55625,115.3417833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2152,-33.556,115.3416333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2155,-33.55588333,115.3415833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2164,-33.55558333,115.34135,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_2166,-33.5555,115.3413167,0,0,80,20,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_2168,-33.55543333,115.3413,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2171,-33.55531667,115.3412667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2173,-33.55523333,115.3412167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2180,-33.55498333,115.3411167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2187,-33.55476667,115.341,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2191,-33.55461667,115.3409,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2196,-33.55445,115.3407667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2201,-33.55428333,115.3406333,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT5_2201,-33.55428333,115.3406333,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT5_2204,-33.55416667,115.34055,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2209,-33.55401667,115.3404333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2211,-33.55395,115.3403667,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2216,-33.55376667,115.3402833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2224,-33.55358333,115.3399833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2226,-33.5535,115.33995,0,0,40,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_2233,-33.55323333,115.3398667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2243,-33.55288333,115.3396667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2244,-33.55285,115.3396333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2246,-33.55278333,115.3395833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2253,-33.55255,115.3394,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2258,-33.55236667,115.3393,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2265,-33.55211667,115.3391167,0,0,11.11,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT5_2267,-33.55206667,115.3390667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2269,-33.55198333,115.3390167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2271,-33.55193333,115.3389833,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_2273,-33.55186667,115.3389333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2277,-33.55173333,115.3388167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2282,-33.55153333,115.3387833,0,0,11.11,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT5_2294,-33.55113333,115.33855,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2297,-33.55101667,115.3384667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2299,-33.55095,115.3384333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2305,-33.55075,115.33825,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2308,-33.55065,115.3381833,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2311,-33.55053333,115.3381333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2312,-33.5505,115.3381167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2317,-33.55031667,115.338,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2327,-33.54998333,115.33775,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2329,-33.54995,115.3376333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2329,-33.54995,115.33765,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2331,-33.54991667,115.3375667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2337,-33.5497,115.3374333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2348,-33.5493,115.33715,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2351,-33.54921667,115.3370333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2355,-33.54906667,115.33695,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2357,-33.549,115.3368833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2361,-33.54885,115.3368333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2364,-33.54873333,115.3367667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2366,-33.54866667,115.3367167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2368,-33.5486,115.3366667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2371,-33.5485,115.3365833,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_2383,-33.54806667,115.3363167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2386,-33.54796667,115.3362333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2395,-33.54766667,115.336,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_2398,-33.54756667,115.3359167,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_2403,-33.54741667,115.3357667,0,0,28.57,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT5_2415,-33.547,115.3354333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2417,-33.54693333,115.3353667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2421,-33.54681667,115.3352667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2423,-33.54675,115.3352,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2430,-33.54653333,115.33505,0,0,37.5,62.5,0,0,0,Seagrasses,Seagrasses
LGBDT5_2432,-33.54646667,115.335,0,0,12.5,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT5_2435,-33.54636667,115.3349167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2439,-33.54621667,115.33485,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2442,-33.54611667,115.3347833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2447,-33.54593333,115.3346667,0,12.5,0,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT5_2450,-33.54583333,115.3346,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2453,-33.54573333,115.3345333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2464,-33.54536667,115.3343,0,16.67,0,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT5_2472,-33.54508333,115.33415,0,8.33,0,91.67,0,0,0,Seagrasses,Seagrasses
LGBDT5_2475,-33.54498333,115.3341167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2483,-33.54471667,115.3339167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2485,-33.54465,115.3338667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2493,-33.54438333,115.3337,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2496,-33.54428333,115.33365,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2497,-33.54423333,115.3336333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2503,-33.54401667,115.3335167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2503,-33.54403333,115.3335167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2505,-33.54395,115.3335,0,22.22,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT5_2509,-33.54381667,115.3333833,0,11.11,0,88.89,0,0,0,Seagrasses,Seagrasses
LGBDT5_2516,-33.54361667,115.3331833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2522,-33.54338333,115.3330833,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_2529,-33.54315,115.3328833,0,0,22.22,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT5_2532,-33.54303333,115.3328167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2534,-33.54296667,115.3327667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2536,-33.5429,115.3327,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2538,-33.54283333,115.33265,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2543,-33.54266667,115.3325167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT5_2545,-33.54258333,115.3325,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2547,-33.5425,115.3324667,0,10,10,80,0,0,0,Seagrasses,Seagrasses
LGBDT5_2549,-33.54245,115.3324333,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_2551,-33.54236667,115.3324,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT5_2556,-33.54216667,115.3323,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2565,-33.54183333,115.3322,0,0,33.33,66.66,0,0,0,Seagrasses,Seagrasses
LGBDT5_2572,-33.54158333,115.3320667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2574,-33.5415,115.3320667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2574,-33.5415,115.3320667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2580,-33.54128333,115.3319667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2588,-33.54101667,115.33175,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_2591,-33.54091667,115.3316667,0,0,33.33,66.67,0,0,0,Seagrasses,Seagrasses
LGBDT5_2592,-33.54086667,115.3316333,0,0,30,70,0,0,0,Seagrasses,Seagrasses
LGBDT5_2594,-33.5408,115.3316,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT5_2601,-33.54056667,115.3314333,20,0,10,70,0,0,0,Seagrasses,Seagrasses
LGBDT5_2604,-33.54045,115.3313667,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT5_2614,-33.54008333,115.3311333,0,0,57.14,42.86,0,0,0,Unconsolidated,Unconsolidated
LGBDT5_2618,-33.53993333,115.3310833,0,0,40,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_2621,-33.53983333,115.3310167,0,0,40,60,0,0,0,Seagrasses,Seagrasses
LGBDT5_2623,-33.53976667,115.33095,10,10,0,80,0,0,0,Seagrasses,Seagrasses
