"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Zone","Transect","Transect.id"
"2034",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509905,115.3246817,"MUZ",5,"MUZ.5"
"2035",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50989,115.32467,"MUZ",5,"MUZ.5"
"2036",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50987167,115.324655,"MUZ",5,"MUZ.5"
"2037",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50985667,115.3246333,"MUZ",5,"MUZ.5"
"2038",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509835,115.3246117,"MUZ",5,"MUZ.5"
"2039",0,0,0,0,0,96,0,4,"Unconsolidated",-33.509815,115.324595,"MUZ",5,"MUZ.5"
"2040",4,0,0,0,0,96,0,0,"Unconsolidated",-33.50979333,115.3245767,"MUZ",5,"MUZ.5"
"2041",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50977333,115.3245583,"MUZ",5,"MUZ.5"
"2042",0,0,0,0,0,92,0,8,"Unconsolidated",-33.50975667,115.3245367,"MUZ",5,"MUZ.5"
"2043",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50974,115.3245217,"MUZ",5,"MUZ.5"
"2044",24,0,0,0,0,76,0,0,"Unconsolidated",-33.50971833,115.3245033,"MUZ",5,"MUZ.5"
"2045",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509705,115.3244817,"MUZ",5,"MUZ.5"
"2046",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50968333,115.3244617,"MUZ",5,"MUZ.5"
"2047",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50966,115.3244433,"MUZ",5,"MUZ.5"
"2048",0,0,0,0,0,88,0,12,"Unconsolidated",-33.50964167,115.3244267,"MUZ",5,"MUZ.5"
"2049",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50962333,115.32441,"MUZ",5,"MUZ.5"
"2050",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50960833,115.3243883,"MUZ",5,"MUZ.5"
"2051",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50958333,115.324365,"MUZ",5,"MUZ.5"
"2052",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50956167,115.3243433,"MUZ",5,"MUZ.5"
"2053",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50954667,115.3243267,"MUZ",5,"MUZ.5"
"2054",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50953333,115.3243067,"MUZ",5,"MUZ.5"
"2055",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50952833,115.32429,"MUZ",5,"MUZ.5"
"2056",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50951667,115.32428,"MUZ",5,"MUZ.5"
"2057",0,0,0,0,0,96,0,4,"Unconsolidated",-33.5095,115.3242617,"MUZ",5,"MUZ.5"
"2058",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50947667,115.324245,"MUZ",5,"MUZ.5"
"2059",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509455,115.324235,"MUZ",5,"MUZ.5"
"2060",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50943167,115.3242367,"MUZ",5,"MUZ.5"
"2061",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50940333,115.324235,"MUZ",5,"MUZ.5"
"2062",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50938333,115.3242383,"MUZ",5,"MUZ.5"
"2063",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50936167,115.3242317,"MUZ",5,"MUZ.5"
"2064",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50934667,115.3242167,"MUZ",5,"MUZ.5"
"2065",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50932833,115.3242067,"MUZ",5,"MUZ.5"
"2066",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50931,115.3241917,"MUZ",5,"MUZ.5"
"2067",0,0,0,0,0,96,0,4,"Unconsolidated",-33.509295,115.3241783,"MUZ",5,"MUZ.5"
"2068",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50928,115.3241617,"MUZ",5,"MUZ.5"
"2069",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50926,115.3241367,"MUZ",5,"MUZ.5"
"2070",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50924,115.3241083,"MUZ",5,"MUZ.5"
"2071",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50922333,115.3240783,"MUZ",5,"MUZ.5"
"2072",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50921167,115.3240567,"MUZ",5,"MUZ.5"
"2073",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509195,115.32404,"MUZ",5,"MUZ.5"
"2074",0,0,0,0,0,96,0,4,"Unconsolidated",-33.509175,115.324025,"MUZ",5,"MUZ.5"
"2075",0,0,0,0,0,100,0,0,"Unconsolidated",-33.509155,115.324015,"MUZ",5,"MUZ.5"
"2076",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50912667,115.3240067,"MUZ",5,"MUZ.5"
"2077",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50910333,115.3240083,"MUZ",5,"MUZ.5"
"2078",0,0,0,0,0,96,0,4,"Unconsolidated",-33.50907833,115.3240067,"MUZ",5,"MUZ.5"
"2079",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50906,115.3239967,"MUZ",5,"MUZ.5"
"2080",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50904667,115.32399,"MUZ",5,"MUZ.5"
"2081",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50903,115.3239717,"MUZ",5,"MUZ.5"
"2082",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50901667,115.3239633,"MUZ",5,"MUZ.5"
"2083",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50899667,115.323945,"MUZ",5,"MUZ.5"
"2084",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50898167,115.3239333,"MUZ",5,"MUZ.5"
"2085",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50896167,115.3239133,"MUZ",5,"MUZ.5"
"2086",0,0,0,0,0,100,0,0,"Unconsolidated",-33.508945,115.3238933,"MUZ",5,"MUZ.5"
"2087",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50893,115.3238733,"MUZ",5,"MUZ.5"
"2088",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50890667,115.3238517,"MUZ",5,"MUZ.5"
"2089",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50889167,115.3238233,"MUZ",5,"MUZ.5"
"2090",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50888167,115.3238067,"MUZ",5,"MUZ.5"
"2091",0,0,0,0,0,100,0,0,"Unconsolidated",-33.50886833,115.32379,"MUZ",5,"MUZ.5"
"2092",72,0,0,0,0,28,0,0,"total.seagrass",-33.51590167,115.429185,"MUZ",6,"MUZ.6"
"2093",72,0,0,0,0,12,0,16,"total.seagrass",-33.51587667,115.42919,"MUZ",6,"MUZ.6"
"2094",16,4,0,0,0,44,0,36,"Unconsolidated",-33.51585667,115.4291917,"MUZ",6,"MUZ.6"
"2095",32,4,0,0,0,40,0,24,"Unconsolidated",-33.51584,115.4291917,"MUZ",6,"MUZ.6"
"2096",0,20,0,0,0,28,28,24,"Unconsolidated",-33.515825,115.429195,"MUZ",6,"MUZ.6"
"2097",52,8,0,0,0,28,4,8,"total.seagrass",-33.515815,115.429205,"MUZ",6,"MUZ.6"
"2098",92,0,0,0,0,8,0,0,"total.seagrass",-33.51579667,115.4292217,"MUZ",6,"MUZ.6"
"2099",84,0,0,0,0,16,0,0,"total.seagrass",-33.51578333,115.4292317,"MUZ",6,"MUZ.6"
"2100",48,12,0,0,0,12,20,8,"total.seagrass",-33.51577167,115.4292383,"MUZ",6,"MUZ.6"
"2101",28,20,0,0,0,44,4,4,"Unconsolidated",-33.51575667,115.4292467,"MUZ",6,"MUZ.6"
"2102",64,16,0,0,0,20,0,0,"total.seagrass",-33.51574,115.4292617,"MUZ",6,"MUZ.6"
"2103",32,4,0,0,0,56,0,8,"Unconsolidated",-33.51572167,115.4292717,"MUZ",6,"MUZ.6"
"2104",84,4,0,0,0,12,0,0,"total.seagrass",-33.51570333,115.4292983,"MUZ",6,"MUZ.6"
"2105",80,8,0,0,0,12,0,0,"total.seagrass",-33.51567167,115.4293133,"MUZ",6,"MUZ.6"
"2106",52,0,0,0,0,24,0,24,"total.seagrass",-33.515635,115.4293383,"MUZ",6,"MUZ.6"
"2107",0,0,0,0,0,16,0,84,"Macroalgae",-33.51561333,115.429365,"MUZ",6,"MUZ.6"
"2108",72,0,0,0,0,16,0,12,"total.seagrass",-33.51559333,115.429395,"MUZ",6,"MUZ.6"
"2109",80,4,0,0,0,4,0,12,"total.seagrass",-33.51556667,115.42942,"MUZ",6,"MUZ.6"
"2110",84,0,0,0,0,16,0,0,"total.seagrass",-33.51553667,115.4294483,"MUZ",6,"MUZ.6"
"2111",96,0,0,0,0,4,0,0,"total.seagrass",-33.51551167,115.4294783,"MUZ",6,"MUZ.6"
"2112",62.5,8.33,0,0,0,29.17,0,0,"total.seagrass",-33.51549333,115.4295067,"MUZ",6,"MUZ.6"
"2113",88,0,0,0,0,12,0,0,"total.seagrass",-33.515475,115.4295383,"MUZ",6,"MUZ.6"
"2114",52,16,0,0,0,12,4,16,"total.seagrass",-33.51545333,115.4295617,"MUZ",6,"MUZ.6"
"2115",64,28,0,0,0,8,0,0,"total.seagrass",-33.51543667,115.42958,"MUZ",6,"MUZ.6"
"2116",80,8,0,0,0,12,0,0,"total.seagrass",-33.51541667,115.4296,"MUZ",6,"MUZ.6"
"2117",80,0,0,0,0,20,0,0,"total.seagrass",-33.51539,115.4296217,"MUZ",6,"MUZ.6"
"2118",96,0,0,0,0,0,0,4,"total.seagrass",-33.51536333,115.429645,"MUZ",6,"MUZ.6"
"2119",56,0,0,0,0,44,0,0,"total.seagrass",-33.51533833,115.4296683,"MUZ",6,"MUZ.6"
"2120",68,0,0,0,0,32,0,0,"total.seagrass",-33.51531333,115.429695,"MUZ",6,"MUZ.6"
"2121",84,0,0,0,0,16,0,0,"total.seagrass",-33.51529,115.429725,"MUZ",6,"MUZ.6"
"2122",80,0,0,0,0,8,0,12,"total.seagrass",-33.51527,115.42976,"MUZ",6,"MUZ.6"
"2123",68,8,0,0,0,8,8,8,"total.seagrass",-33.51524833,115.42979,"MUZ",6,"MUZ.6"
"2124",32,0,0,0,0,24,20,24,"total.seagrass",-33.515235,115.4298283,"MUZ",6,"MUZ.6"
"2125",92,0,0,0,0,4,4,0,"total.seagrass",-33.51523167,115.4298617,"MUZ",6,"MUZ.6"
"2126",48,20,0,0,0,24,4,4,"total.seagrass",-33.51521667,115.4298883,"MUZ",6,"MUZ.6"
"2127",32,8,0,0,0,36,4,20,"Unconsolidated",-33.51520333,115.42992,"MUZ",6,"MUZ.6"
"2128",36,28,0,0,0,16,4,16,"total.seagrass",-33.51518333,115.4299483,"MUZ",6,"MUZ.6"
"2129",52,20,0,0,0,28,0,0,"total.seagrass",-33.51516667,115.4299883,"MUZ",6,"MUZ.6"
"2130",76,4,0,0,0,20,0,0,"total.seagrass",-33.51514333,115.43001,"MUZ",6,"MUZ.6"
"2131",88,0,0,0,0,12,0,0,"total.seagrass",-33.51512667,115.4300317,"MUZ",6,"MUZ.6"
"2132",28,68,0,0,0,4,0,0,"Turf.algae",-33.51510833,115.4300533,"MUZ",6,"MUZ.6"
"2133",72,4,0,0,0,20,0,4,"total.seagrass",-33.51508333,115.430075,"MUZ",6,"MUZ.6"
"2134",52,16,4,0,0,4,4,20,"total.seagrass",-33.51506333,115.430095,"MUZ",6,"MUZ.6"
"2135",80,12,0,0,0,4,4,0,"total.seagrass",-33.51504667,115.430115,"MUZ",6,"MUZ.6"
"2136",52,0,0,0,0,48,0,0,"total.seagrass",-33.51501833,115.4301283,"MUZ",6,"MUZ.6"
"2137",100,0,0,0,0,0,0,0,"total.seagrass",-33.51499167,115.43015,"MUZ",6,"MUZ.6"
"2138",88,0,0,0,0,4,4,4,"total.seagrass",-33.51496167,115.4301683,"MUZ",6,"MUZ.6"
"2139",76,8,0,0,0,16,0,0,"total.seagrass",-33.51493667,115.4301967,"MUZ",6,"MUZ.6"
"2140",80,4,0,0,0,16,0,0,"total.seagrass",-33.51492167,115.4302233,"MUZ",6,"MUZ.6"
"2141",80,0,0,0,0,12,0,8,"total.seagrass",-33.5149,115.4302517,"MUZ",6,"MUZ.6"
"2142",76,12,0,0,0,8,0,4,"total.seagrass",-33.51488167,115.430275,"MUZ",6,"MUZ.6"
"2143",96,0,0,0,0,4,0,0,"total.seagrass",-33.51486,115.4303067,"MUZ",6,"MUZ.6"
"2144",72,0,0,0,0,8,0,20,"total.seagrass",-33.51484333,115.43034,"MUZ",6,"MUZ.6"
"2145",80,0,0,0,0,12,4,4,"total.seagrass",-33.51484333,115.430385,"MUZ",6,"MUZ.6"
"2146",32,4,0,0,0,48,0,16,"Unconsolidated",-33.51483333,115.4304217,"MUZ",6,"MUZ.6"
"2147",52,4,0,0,0,4,4,36,"total.seagrass",-33.51481333,115.430455,"MUZ",6,"MUZ.6"
"2148",84,0,0,0,0,16,0,0,"total.seagrass",-33.51479,115.4304817,"MUZ",6,"MUZ.6"
"2149",60,0,0,0,0,20,0,20,"total.seagrass",-33.51477167,115.4305133,"MUZ",6,"MUZ.6"
"2150",64,0,0,0,0,36,0,0,"total.seagrass",-33.51475167,115.430545,"MUZ",6,"MUZ.6"
"2151",0,32,0,0,0,16,0,52,"Macroalgae",-33.51473833,115.43057,"MUZ",6,"MUZ.6"
"2152",28,20,0,0,0,4,0,48,"Macroalgae",-33.51471833,115.430595,"MUZ",6,"MUZ.6"
"2153",20,16,0,0,0,12,12,40,"Macroalgae",-33.51469833,115.43062,"MUZ",6,"MUZ.6"
"2154",0,0,0,0,0,52,12,36,"Unconsolidated",-33.51468833,115.4306467,"MUZ",6,"MUZ.6"
"2155",36,36,0,0,0,8,0,20,"total.seagrass",-33.51466833,115.4306617,"MUZ",6,"MUZ.6"
"2156",0,60,0,0,0,8,4,28,"Turf.algae",-33.51464833,115.430685,"MUZ",6,"MUZ.6"
"2157",44,20,0,0,0,16,0,20,"total.seagrass",-33.51461833,115.4306983,"MUZ",6,"MUZ.6"
"2158",12,72,0,0,0,12,0,4,"Turf.algae",-33.51459667,115.4307267,"MUZ",6,"MUZ.6"
"2159",84,0,0,0,0,8,0,8,"total.seagrass",-33.51457333,115.43076,"MUZ",6,"MUZ.6"
"2160",72,8,0,0,0,20,0,0,"total.seagrass",-33.51455333,115.4307917,"MUZ",6,"MUZ.6"
"2161",24,0,0,0,0,68,4,4,"Unconsolidated",-33.51454,115.4308233,"MUZ",6,"MUZ.6"
"2162",20,0,0,0,0,48,0,32,"Unconsolidated",-33.51451667,115.4308567,"MUZ",6,"MUZ.6"
"2163",36,0,0,0,0,32,4,28,"total.seagrass",-33.51448833,115.430885,"MUZ",6,"MUZ.6"
"2164",40,36,0,0,0,24,0,0,"total.seagrass",-33.51447,115.4309167,"MUZ",6,"MUZ.6"
"2165",28,16,4,0,0,20,0,32,"Macroalgae",-33.51445333,115.4309417,"MUZ",6,"MUZ.6"
"2166",96,0,0,0,0,4,0,0,"total.seagrass",-33.51443833,115.4309617,"MUZ",6,"MUZ.6"
"2167",72,0,0,0,0,24,0,4,"total.seagrass",-33.51441667,115.43099,"MUZ",6,"MUZ.6"
"2168",32,12,0,0,0,28,0,28,"total.seagrass",-33.51439667,115.431015,"MUZ",6,"MUZ.6"
"2169",8,28,0,0,0,8,0,56,"Macroalgae",-33.51437333,115.43104,"MUZ",6,"MUZ.6"
"2170",84,0,0,0,0,12,0,4,"total.seagrass",-33.51435,115.4310717,"MUZ",6,"MUZ.6"
"2171",64,24,0,0,0,0,12,0,"total.seagrass",-33.51432667,115.4311,"MUZ",6,"MUZ.6"
"2172",72,0,0,0,0,16,4,8,"total.seagrass",-33.51431,115.4311383,"MUZ",6,"MUZ.6"
"2173",48,20,0,0,0,20,4,8,"total.seagrass",-33.51429,115.4311683,"MUZ",6,"MUZ.6"
"2174",68,0,0,0,0,16,12,4,"total.seagrass",-33.54495333,115.335825,"MUZ",7,"MUZ.7"
"2175",36,4,0,0,0,28,20,12,"total.seagrass",-33.54489,115.3357767,"MUZ",7,"MUZ.7"
"2176",0,4,0,0,0,12,12,72,"Macroalgae",-33.54484333,115.33574,"MUZ",7,"MUZ.7"
"2177",76,0,0,0,0,24,0,0,"total.seagrass",-33.544805,115.3356883,"MUZ",7,"MUZ.7"
"2178",84,0,0,0,0,16,0,0,"total.seagrass",-33.54477833,115.33566,"MUZ",7,"MUZ.7"
"2179",60,12,0,0,0,8,0,20,"total.seagrass",-33.54474667,115.3356283,"MUZ",7,"MUZ.7"
"2180",36,28,0,0,0,28,0,8,"total.seagrass",-33.54471667,115.335595,"MUZ",7,"MUZ.7"
"2181",92,0,0,0,0,8,0,0,"total.seagrass",-33.54469167,115.335575,"MUZ",7,"MUZ.7"
"2182",68,0,0,0,0,28,0,4,"total.seagrass",-33.54466333,115.3355483,"MUZ",7,"MUZ.7"
"2183",44,16,0,0,0,12,0,28,"total.seagrass",-33.544635,115.3355183,"MUZ",7,"MUZ.7"
"2184",24,20,0,0,0,40,0,16,"Unconsolidated",-33.54461,115.335495,"MUZ",7,"MUZ.7"
"2185",84,0,0,0,0,16,0,0,"total.seagrass",-33.54458,115.3354617,"MUZ",7,"MUZ.7"
"2186",76,0,0,0,0,24,0,0,"total.seagrass",-33.54456,115.3354383,"MUZ",7,"MUZ.7"
"2187",76,4,0,0,0,20,0,0,"total.seagrass",-33.54453833,115.3354217,"MUZ",7,"MUZ.7"
"2188",16,0,0,0,0,16,0,68,"Macroalgae",-33.54451667,115.3354017,"MUZ",7,"MUZ.7"
"2189",76,4,0,0,0,20,0,0,"total.seagrass",-33.5445,115.335375,"MUZ",7,"MUZ.7"
"2190",76,0,0,0,0,24,0,0,"total.seagrass",-33.54447833,115.3353567,"MUZ",7,"MUZ.7"
"2191",48,0,0,0,0,20,12,20,"total.seagrass",-33.54445,115.335335,"MUZ",7,"MUZ.7"
"2192",12,8,0,0,0,16,20,44,"Macroalgae",-33.54442333,115.3353133,"MUZ",7,"MUZ.7"
"2193",92,0,0,0,0,8,0,0,"total.seagrass",-33.54439833,115.3352917,"MUZ",7,"MUZ.7"
"2194",60,0,0,0,0,16,24,0,"total.seagrass",-33.544375,115.33527,"MUZ",7,"MUZ.7"
"2195",20,4,0,0,0,48,4,24,"Unconsolidated",-33.54435667,115.3352417,"MUZ",7,"MUZ.7"
"2196",52,4,0,0,0,28,0,16,"total.seagrass",-33.544335,115.33521,"MUZ",7,"MUZ.7"
"2197",96,0,0,0,0,4,0,0,"total.seagrass",-33.54431333,115.3351917,"MUZ",7,"MUZ.7"
"2198",12,0,0,0,0,48,20,20,"Unconsolidated",-33.54428167,115.3351767,"MUZ",7,"MUZ.7"
"2199",60,0,0,0,0,24,0,16,"total.seagrass",-33.54424667,115.3351633,"MUZ",7,"MUZ.7"
"2200",84,0,0,0,0,4,0,12,"total.seagrass",-33.54421,115.3351417,"MUZ",7,"MUZ.7"
"2201",68,0,0,0,0,20,0,12,"total.seagrass",-33.54417167,115.3351283,"MUZ",7,"MUZ.7"
"2202",52,0,0,0,0,36,4,8,"total.seagrass",-33.54414167,115.33512,"MUZ",7,"MUZ.7"
"2203",0,0,0,0,0,64,0,36,"Unconsolidated",-33.54411,115.3351033,"MUZ",7,"MUZ.7"
"2204",60,8,0,0,0,28,4,0,"total.seagrass",-33.54408167,115.33509,"MUZ",7,"MUZ.7"
"2205",12,0,0,0,0,64,0,24,"Unconsolidated",-33.54405333,115.3350717,"MUZ",7,"MUZ.7"
"2206",24,0,0,0,0,52,0,24,"Unconsolidated",-33.544025,115.3350533,"MUZ",7,"MUZ.7"
"2207",40,0,0,0,0,44,0,16,"Unconsolidated",-33.543985,115.3350383,"MUZ",7,"MUZ.7"
"2208",52,0,0,0,0,32,12,4,"total.seagrass",-33.54395667,115.335015,"MUZ",7,"MUZ.7"
"2209",68,0,0,0,0,8,12,12,"total.seagrass",-33.54393,115.335005,"MUZ",7,"MUZ.7"
"2210",56,0,0,0,0,12,0,32,"total.seagrass",-33.54389667,115.3349867,"MUZ",7,"MUZ.7"
"2211",52,0,0,0,0,36,4,8,"total.seagrass",-33.54386,115.33498,"MUZ",7,"MUZ.7"
"2212",24,16,0,0,0,36,16,8,"Unconsolidated",-33.543825,115.3349767,"MUZ",7,"MUZ.7"
"2213",76,0,0,0,0,20,0,4,"total.seagrass",-33.54379833,115.3349767,"MUZ",7,"MUZ.7"
"2214",80,0,0,0,0,20,0,0,"total.seagrass",-33.54377833,115.3349667,"MUZ",7,"MUZ.7"
"2215",40,0,0,0,0,60,0,0,"Unconsolidated",-33.54375833,115.334955,"MUZ",7,"MUZ.7"
"2216",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54372167,115.334945,"MUZ",7,"MUZ.7"
"2217",16,0,0,0,0,52,0,32,"Unconsolidated",-33.543695,115.33494,"MUZ",7,"MUZ.7"
"2218",28,0,0,0,0,68,0,4,"Unconsolidated",-33.54366333,115.3349267,"MUZ",7,"MUZ.7"
"2219",20,0,0,0,0,72,0,8,"Unconsolidated",-33.54363667,115.3349133,"MUZ",7,"MUZ.7"
"2220",20,0,0,0,0,64,0,16,"Unconsolidated",-33.54360833,115.334915,"MUZ",7,"MUZ.7"
"2221",64,4,0,0,0,28,0,4,"total.seagrass",-33.54357667,115.33491,"MUZ",7,"MUZ.7"
"2222",92,0,0,0,0,8,0,0,"total.seagrass",-33.54355333,115.3349167,"MUZ",7,"MUZ.7"
"2223",76,0,0,0,0,24,0,0,"total.seagrass",-33.543535,115.3349217,"MUZ",7,"MUZ.7"
"2224",100,0,0,0,0,0,0,0,"total.seagrass",-33.54352167,115.3349317,"MUZ",7,"MUZ.7"
"2225",84,0,4,0,0,12,0,0,"total.seagrass",-33.5435,115.3349183,"MUZ",7,"MUZ.7"
"2226",84,0,0,0,0,8,0,8,"total.seagrass",-33.54347833,115.3349217,"MUZ",7,"MUZ.7"
"2227",80,0,0,0,0,16,0,4,"total.seagrass",-33.54345,115.334925,"MUZ",7,"MUZ.7"
"2228",24,0,0,0,0,64,0,12,"Unconsolidated",-33.54343,115.3349233,"MUZ",7,"MUZ.7"
"2229",44,0,0,0,0,40,0,16,"total.seagrass",-33.54340833,115.3349233,"MUZ",7,"MUZ.7"
"2230",100,0,0,0,0,0,0,0,"total.seagrass",-33.54337667,115.3349167,"MUZ",7,"MUZ.7"
"2231",0,0,0,0,0,44,4,52,"Macroalgae",-33.54335667,115.3349167,"MUZ",7,"MUZ.7"
"2232",28,12,0,0,0,32,12,16,"Unconsolidated",-33.54333833,115.3349167,"MUZ",7,"MUZ.7"
"2233",0,0,0,0,0,56,12,32,"Unconsolidated",-33.54331333,115.33491,"MUZ",7,"MUZ.7"
"2234",64,24,0,0,0,12,0,0,"total.seagrass",-33.54328667,115.3349067,"MUZ",7,"MUZ.7"
"2235",36,0,0,0,0,64,0,0,"Unconsolidated",-33.54326333,115.3349,"MUZ",7,"MUZ.7"
"2236",44,0,0,0,0,44,0,12,"total.seagrass",-33.54323667,115.33489,"MUZ",7,"MUZ.7"
"2237",8,0,0,0,0,80,0,12,"Unconsolidated",-33.54321333,115.33489,"MUZ",7,"MUZ.7"
"2238",80,0,0,0,0,20,0,0,"total.seagrass",-33.54319,115.3348817,"MUZ",7,"MUZ.7"
"2239",44,0,0,0,0,56,0,0,"Unconsolidated",-33.54316333,115.33488,"MUZ",7,"MUZ.7"
"2240",60,8,0,0,0,20,0,12,"total.seagrass",-33.54313667,115.33487,"MUZ",7,"MUZ.7"
"2241",12,0,0,0,0,80,0,8,"Unconsolidated",-33.543105,115.3348667,"MUZ",7,"MUZ.7"
"2242",24,0,0,0,0,60,0,16,"Unconsolidated",-33.54307667,115.3348667,"MUZ",7,"MUZ.7"
"2243",68,0,0,0,0,32,0,0,"total.seagrass",-33.54304333,115.334865,"MUZ",7,"MUZ.7"
"2244",80,0,0,0,0,12,0,8,"total.seagrass",-33.54301833,115.3348667,"MUZ",7,"MUZ.7"
"2245",24,0,0,0,0,68,0,8,"Unconsolidated",-33.54299,115.3348617,"MUZ",7,"MUZ.7"
"2246",56,0,0,0,0,44,0,0,"total.seagrass",-33.542965,115.3348617,"MUZ",7,"MUZ.7"
"2247",16,16,0,0,0,60,0,8,"Unconsolidated",-33.54293667,115.3348617,"MUZ",7,"MUZ.7"
"2248",48,0,0,0,0,52,0,0,"Unconsolidated",-33.542905,115.3348667,"MUZ",7,"MUZ.7"
"2249",52,0,0,0,0,44,0,4,"total.seagrass",-33.54287667,115.33487,"MUZ",7,"MUZ.7"
"2250",48,0,0,0,0,32,0,20,"total.seagrass",-33.54285333,115.3348683,"MUZ",7,"MUZ.7"
"2251",20,0,0,0,0,48,0,32,"Unconsolidated",-33.54283167,115.3348733,"MUZ",7,"MUZ.7"
"2252",48,0,0,0,0,52,0,0,"Unconsolidated",-33.54280833,115.33488,"MUZ",7,"MUZ.7"
"2253",80,0,0,0,0,20,0,0,"total.seagrass",-33.54277833,115.334875,"MUZ",7,"MUZ.7"
"2254",72,0,0,0,0,16,4,8,"total.seagrass",-33.54275333,115.3348717,"MUZ",7,"MUZ.7"
"2255",96,0,0,0,0,4,0,0,"total.seagrass",-33.54272833,115.33486,"MUZ",7,"MUZ.7"
"2256",60,0,0,0,0,20,4,16,"total.seagrass",-33.54270167,115.3348617,"MUZ",7,"MUZ.7"
"2257",52,4,0,0,0,32,0,12,"total.seagrass",-33.54267833,115.33486,"MUZ",7,"MUZ.7"
"2258",64,4,0,0,0,16,0,16,"total.seagrass",-33.54265167,115.334865,"MUZ",7,"MUZ.7"
"2259",0,16,0,0,0,24,12,48,"Macroalgae",-33.54262,115.3348667,"MUZ",7,"MUZ.7"
"2260",40,32,0,0,0,24,4,0,"total.seagrass",-33.54259167,115.334865,"MUZ",7,"MUZ.7"
"2261",32,20,0,0,0,44,0,4,"Unconsolidated",-33.54256333,115.3348633,"MUZ",7,"MUZ.7"
"2262",52,4,0,0,0,28,0,16,"total.seagrass",-33.54253833,115.334865,"MUZ",7,"MUZ.7"
"2263",92,0,0,0,0,8,0,0,"total.seagrass",-33.54250333,115.3348633,"MUZ",7,"MUZ.7"
"2264",72,8,0,0,0,20,0,0,"total.seagrass",-33.54247667,115.33486,"MUZ",7,"MUZ.7"
"2265",76,8,0,0,0,16,0,0,"total.seagrass",-33.54245333,115.334855,"MUZ",7,"MUZ.7"
"2266",92,0,0,0,0,8,0,0,"total.seagrass",-33.54243,115.334855,"MUZ",7,"MUZ.7"
"2267",44,0,0,0,0,12,0,44,"total.seagrass",-33.542405,115.3348583,"MUZ",7,"MUZ.7"
"2268",48,0,0,0,0,40,0,12,"total.seagrass",-33.54238,115.33486,"MUZ",7,"MUZ.7"
"2269",56,0,0,0,0,44,0,0,"total.seagrass",-33.54235667,115.3348617,"MUZ",7,"MUZ.7"
"2270",4,0,0,0,0,48,4,44,"Unconsolidated",-33.54233333,115.3348617,"MUZ",7,"MUZ.7"
"2271",92,0,0,0,0,8,0,0,"total.seagrass",-33.54230333,115.3348617,"MUZ",7,"MUZ.7"
"2272",96,0,0,0,0,4,0,0,"total.seagrass",-33.542275,115.3348633,"MUZ",7,"MUZ.7"
"2273",80,0,0,0,0,20,0,0,"total.seagrass",-33.542245,115.334865,"MUZ",7,"MUZ.7"
"2274",60,0,0,0,0,8,0,32,"total.seagrass",-33.542225,115.3348733,"MUZ",7,"MUZ.7"
