campaignid,sample,latitude,longitude,Macroalgae,Turf.algae,Stony.corals,Unconsolidated,Seagrasses,Sponges,Consolidated,Other,Max,Max_if_2_habitats_have_same
r20150528_011128_wa-gb-auv-10b,PR_20150528_014048_075_AC16,-33.4209299,115.3666365,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014058_574_AC16,-33.4210319,115.3666164,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014109_073_AC16,-33.4211293,115.3666186,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014119_573_AC16,-33.4212264,115.3665936,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014130_072_AC16,-33.4213201,115.3665968,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014140_571_AC16,-33.4214153,115.3665652,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014151_070_AC16,-33.4215122,115.3665767,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014201_569_AC16,-33.4216103,115.3665514,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014212_068_AC16,-33.4217075,115.3665538,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014222_567_AC16,-33.4218078,115.3665285,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014233_566_AC16,-33.4219134,115.3665273,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014244_064_AC16,-33.4220127,115.3665023,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014254_563_AC16,-33.4221142,115.3665024,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014305_061_AC16,-33.4222135,115.3664811,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014315_560_AC16,-33.4223148,115.3664833,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014326_059_AC16,-33.4224156,115.3664593,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014336_559_AC16,-33.4225156,115.366467,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014347_057_AC16,-33.4226189,115.3664327,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014357_556_AC16,-33.4227155,115.3664488,0,0,0,92,8,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014408_055_AC16,-33.4228138,115.3664255,0,0,0,52,44,0,0,4,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014418_554_AC16,-33.4229085,115.3664282,0,0,0,72,28,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014429_054_AC16,-33.4230023,115.3664195,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014439_553_AC16,-33.423104,115.366409,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014450_052_AC16,-33.423202,115.366404,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014500_551_AC16,-33.4233004,115.3663851,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014511_050_AC16,-33.423393,115.3663631,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014521_549_AC16,-33.4233855,115.366275,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014532_048_AC16,-33.4233538,115.366177,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014542_548_AC16,-33.4233287,115.3660463,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014553_048_AC16,-33.4233026,115.3659225,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014603_548_AC16,-33.4232823,115.365805,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014614_047_AC16,-33.423257,115.3656857,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014624_546_AC16,-33.4232384,115.3655788,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014635_044_AC16,-33.4232153,115.3654669,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014645_543_AC16,-33.4231939,115.3653533,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014656_043_AC16,-33.4231698,115.3652454,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014706_543_AC16,-33.4231461,115.3651404,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014717_044_AC16,-33.4231163,115.3650177,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014727_544_AC16,-33.4230979,115.3649151,0,0,0,52,48,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014738_044_AC16,-33.4230666,115.3647919,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014748_543_AC16,-33.423042,115.3646796,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014759_042_AC16,-33.4230155,115.364566,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014809_542_AC16,-33.4229943,115.3644578,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014820_043_AC16,-33.4229679,115.3643498,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014830_545_AC16,-33.4229447,115.364236,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014841_046_AC16,-33.4229236,115.3641367,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014851_548_AC16,-33.4228952,115.3640156,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014902_549_AC16,-33.4228736,115.363906,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014913_051_AC16,-33.4228491,115.3637942,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014923_553_AC16,-33.4228281,115.3636837,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014934_054_AC16,-33.4227692,115.3636226,4,0,0,52,40,0,0,4,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014944_556_AC16,-33.4226746,115.3636536,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_014955_058_AC16,-33.4225716,115.3636723,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015005_559_AC16,-33.4224729,115.3636913,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015016_061_AC16,-33.4223752,115.3637112,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015026_562_AC16,-33.42228,115.3637397,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015037_063_AC16,-33.422182,115.3637528,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015047_566_AC16,-33.4220882,115.363787,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015058_067_AC16,-33.4219911,115.363799,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015108_570_AC16,-33.421897,115.3638279,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015119_073_AC16,-33.4218007,115.3638355,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015129_575_AC16,-33.4217081,115.3638727,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015140_077_AC16,-33.4216109,115.3638807,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015150_579_AC16,-33.4215192,115.3639139,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015201_081_AC16,-33.4214215,115.3639203,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015211_583_AC16,-33.4213273,115.3639513,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015222_084_AC16,-33.4212345,115.3639683,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015232_585_AC16,-33.4211393,115.3639788,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015243_086_AC16,-33.4210415,115.3640008,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015253_587_AC16,-33.4209509,115.3640208,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015304_087_AC16,-33.4208564,115.364039,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015314_587_AC16,-33.4207646,115.3640601,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015325_090_AC16,-33.4206734,115.3640823,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015335_592_AC16,-33.4205811,115.3640914,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015346_093_AC16,-33.4204872,115.3641204,0,0,0,44,44,0,0,12,Unconsolidated,Seagrasses
r20150528_011128_wa-gb-auv-10b,PR_20150528_015356_595_AC16,-33.4203898,115.3641288,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015407_097_AC16,-33.4203,115.3641628,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015417_599_AC16,-33.4202061,115.3641702,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015428_102_AC16,-33.4201136,115.3642005,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015438_605_AC16,-33.4200229,115.3642196,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015449_108_AC16,-33.4199261,115.3642357,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015459_611_AC16,-33.4198354,115.3642654,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015510_114_AC16,-33.4197395,115.3642721,0,0,0,28,72,0,0,0,Seagrasses,Seagrasses
r20150528_011128_wa-gb-auv-10b,PR_20150528_015520_617_AC16,-33.4196498,115.3643048,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015531_119_AC16,-33.4195558,115.3643089,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015541_621_AC16,-33.4194647,115.3643433,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015552_124_AC16,-33.4193698,115.3643417,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015602_627_AC16,-33.419319,115.3642933,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015613_130_AC16,-33.4193052,115.3641743,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015623_632_AC16,-33.4192803,115.3640503,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015634_135_AC16,-33.4192565,115.3639298,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015644_637_AC16,-33.4192373,115.3638121,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015655_140_AC16,-33.4192149,115.3636927,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015705_643_AC16,-33.4192022,115.3635887,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015716_147_AC16,-33.4191796,115.3634676,0,0,0,56,44,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015726_650_AC16,-33.4191674,115.3633565,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015737_154_AC16,-33.4191377,115.3632269,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015747_656_AC16,-33.419121,115.3631189,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015758_159_AC16,-33.419096,115.3629963,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015808_660_AC16,-33.4190797,115.3628872,0,0,0,96,0,0,0,4,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015819_162_AC16,-33.419059,115.362777,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015829_664_AC16,-33.4190325,115.3626585,0,4,0,40,52,0,0,4,Seagrasses,Seagrasses
r20150528_011128_wa-gb-auv-10b,PR_20150528_015840_166_AC16,-33.4190151,115.3625517,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015850_668_AC16,-33.418988,115.3624349,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015901_169_AC16,-33.4189705,115.3623286,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015911_670_AC16,-33.4189438,115.3622125,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015922_170_AC16,-33.4189251,115.3621001,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015932_671_AC16,-33.4189014,115.361996,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015943_173_AC16,-33.4188795,115.3618773,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_015953_675_AC16,-33.4188635,115.3617756,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020004_679_AC16,-33.418838,115.3616542,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020015_182_AC16,-33.4188393,115.3615452,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020025_686_AC16,-33.4189083,115.3615404,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020036_188_AC16,-33.4190059,115.3615611,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020046_692_AC16,-33.4191137,115.3615459,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020057_196_AC16,-33.419222,115.361539,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020107_699_AC16,-33.4193272,115.3615243,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020118_202_AC16,-33.4194332,115.3615191,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020128_704_AC16,-33.4195364,115.3615017,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020139_209_AC16,-33.4196405,115.3614891,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020149_713_AC16,-33.4197423,115.361483,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020200_216_AC16,-33.4198434,115.3614723,0,0,0,96,4,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020210_721_AC16,-33.4199453,115.3614675,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020221_225_AC16,-33.4200465,115.3614684,4,0,0,92,4,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020231_729_AC16,-33.4201443,115.3614533,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020242_234_AC16,-33.4202449,115.3614634,0,0,0,96,0,0,0,4,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020252_738_AC16,-33.4203428,115.3614325,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020303_243_AC16,-33.4204406,115.3614413,0,4,0,4,92,0,0,0,Seagrasses,Seagrasses
r20150528_011128_wa-gb-auv-10b,PR_20150528_020313_748_AC16,-33.4205397,115.361411,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020324_253_AC16,-33.4206356,115.361418,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020334_757_AC16,-33.4207329,115.3614043,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020345_261_AC16,-33.4208266,115.3613918,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020355_766_AC16,-33.4209224,115.3613957,0,0,0,72,28,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020406_270_AC16,-33.421019,115.3613679,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020416_774_AC16,-33.4211176,115.3613748,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020427_279_AC16,-33.4212198,115.3613493,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020437_783_AC16,-33.421315,115.3613542,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020448_288_AC16,-33.4214137,115.3613425,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020458_793_AC16,-33.421515,115.3613276,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020509_296_AC16,-33.4216148,115.3613212,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020519_800_AC16,-33.4217175,115.3613162,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020530_304_AC16,-33.4218169,115.361304,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020540_807_AC16,-33.4219145,115.361287,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020551_811_AC16,-33.4220189,115.3612825,0,0,0,40,60,0,0,0,Seagrasses,Seagrasses
r20150528_011128_wa-gb-auv-10b,PR_20150528_020602_314_AC16,-33.4221172,115.3612572,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020612_818_AC16,-33.422217,115.361256,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020623_321_AC16,-33.4223178,115.3612356,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_011128_wa-gb-auv-10b,PR_20150528_020633_824_AC16,-33.422417,115.3612397,8,0,0,80,12,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030424_190_AC16,-33.375325,115.3656939,8,4,0,84,4,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030434_694_AC16,-33.3752178,115.3656787,20,0,0,52,28,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030445_198_AC16,-33.3751086,115.3656745,0,0,0,56,44,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030455_703_AC16,-33.3750048,115.3656632,20,0,0,76,0,0,4,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030506_207_AC16,-33.3749022,115.3656543,4,0,0,88,8,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030516_710_AC16,-33.3747991,115.3656458,0,0,0,80,20,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030527_214_AC16,-33.3746971,115.3656357,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030537_716_AC16,-33.3745932,115.3656315,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030548_219_AC16,-33.3744927,115.3656246,4,8,0,40,48,0,0,0,Seagrasses,Seagrasses
r20150528_023906_wa-gb-auv-09b,PR_20150528_030558_723_AC16,-33.3743872,115.3656154,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030609_227_AC16,-33.3742858,115.3656122,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030619_732_AC16,-33.3741863,115.3656108,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030630_236_AC16,-33.3740874,115.3655958,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030640_739_AC16,-33.3739867,115.36559,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030651_242_AC16,-33.3738866,115.3655791,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030701_745_AC16,-33.3737876,115.3655793,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030712_248_AC16,-33.3736874,115.365568,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030722_751_AC16,-33.3736582,115.3654932,0,0,0,32,68,0,0,0,Seagrasses,Seagrasses
r20150528_023906_wa-gb-auv-09b,PR_20150528_030733_253_AC16,-33.3737053,115.3653829,0,0,0,32,68,0,0,0,Seagrasses,Seagrasses
r20150528_023906_wa-gb-auv-09b,PR_20150528_030743_756_AC16,-33.3737078,115.3652548,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030754_259_AC16,-33.373712,115.3651185,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030804_762_AC16,-33.3737137,115.3649945,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030815_264_AC16,-33.3737177,115.3648719,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
r20150528_023906_wa-gb-auv-09b,PR_20150528_030825_768_AC16,-33.3737199,115.3647527,0,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
